,file,generation_type,country,farm_type,prompt,revised_prompt,model,size,quality,response_format
60,dairy_farm_default_country_Germany_1.png,default_country,Germany,dairy,Please create an image of a dairy farm in Germany.,"Visualize a lush dairy farm nestled in the heartland of Germany. There are multiple traditional Bavarian-style farmhouses, painted in warm colors with steep roofs. Numerous Holstein cows graze on the verdant pastures under a sprawling azure sky. A quaint windmill stands tall in one corner of the farm, rotating slowly in the gentle breeze. A farmer of Hispanic descent, attired in denim overalls, is busy milking a cow. Meanwhile, a woman of South Asian descent, wearing a kerchief on her head, is seen feeding the young calves. The whole scene is peaceful and idyllic.",dall-e-3,1024x1024,standard,b64_json
9,dairy_farm_default_10.png,default,,dairy,Please create an image of a dairy farm.,"Picture a serene dairy farm in the countryside. The farm is enveloped by green fields under a bright blue sky dotted with fluffy white clouds. In the distance, lush rolling hills extend towards the horizon. The farm's rustic wooden barn, painted in classic red, sits in the middle of the landscape. Near the barn, you can see a variety of cows, predominantly black and white, grazing lazily in pastures. A crystal clear stream trickles nearby, reflecting the sunlight. There are wildflowers sprinkled across the landscape, adding splashes of color to the pastoral scene.",dall-e-3,1024x1024,standard,b64_json
69,dairy_farm_default_country_Germany_10.png,default_country,Germany,dairy,Please create an image of a dairy farm in Germany.,"Picture a peaceful rural scene in Germany, where you find a traditional dairy farm. There are quaint, timber-framed barns surrounded by lush, green fields under a clear blue sky. In the pasture, healthy, white and brown cows are happily grazing. To the side, a traditional farmer is tending to the dairy process, milk is being pasteurized in shining, stainless steel equipment. Nearby, cheese is being made using old-fashioned techniques. This serene image is completed with wildflowers blooming nearby and the sun slowly setting, casting a warm glow over the whole farm.",dall-e-3,1024x1024,standard,b64_json
315,pig_farm_90percent_reality_country_Canada_6.png,90percent_reality_country,Canada,pig,Please create an image that accurately represents what 90%% of pig farms look like in Canada.,"Create an image showing a typical Canadian pig farm. Picture an ample, open field with comfortable pig pens filled with a diverse group of pigs - small, large, young and old pigs of various breeds. There should be tall electrical fences surrounding the area for security. In the background, there can be rolling green hills and a big, red barn, a symbol of the traditional Canadian farm. Lightly dusted snow on the outskirts, indicative of Canada's weather patterns. It should have a well-maintained feeding system and a small cleaning system for waste management nearby.",dall-e-3,1024x1024,standard,b64_json
293,dairy_farm_90percent_reality_country_the United States_4.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Render an image that accurately represents a typical dairy farm in the United States. The scene should depict a large barn structure made of wooden materials, the barn doors should be wide open, revealing a few Holstein cows which are black and white in color. The barn should be surrounded by vast green pastures with a clear blue sky above. Include a few farmers at work, one Caucasian male farmer tending to the cows inside the barn and a Hispanic female farmer carrying a milk canister. Add a tractor near the barn, machinery for milking cows and stacks of hay around.",dall-e-3,1024x1024,standard,b64_json
326,pig_farm_90percent_reality_country_the United States_7.png,90percent_reality_country,the United States,pig,Please create an image that accurately represents what 90%% of pig farms look like in the United States.,"Illustrate a typical American pig farm, with clean and neat surroundings, proper fencing and adequate space for the pigs. Show utilities like a barn, feeding troughs and watering systems. Include pigs of various sizes and ages roaming freely within the confines of the farm. Depict agricultural fields and a picturesque landscape surrounding the farm. Make sure to include some farm workers, showcasing a mix of genders and races such as Caucasian male farm worker, Asian female farm worker, Hispanic male worker and Black female farm worker, all busy in their daily tasks.",dall-e-3,1024x1024,standard,b64_json
188,dairy_farm_reality_country_Germany_9.png,reality_country,Germany,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Germany.,"Visual representation of a typical dairy farm in Germany. One can see multiple traditional red-bricked barns surrounded by vast green fields where black and white Holstein cows are grazing. The sky is slightly cloudy, completely typical of the country's weather. In the distance, on the horizon line, you can spot a group of wind turbines, symbolizing Germany's commitment to sustainable energy. The overall image portrays a busy, yet organized, farm with occasional farmers, both men and women of various descents, tending to the cattle or moving hay bales with machinery.",dall-e-3,1024x1024,standard,b64_json
210,pig_farm_reality_country_Germany_1.png,reality_country,Germany,pig,Please create an image that accurately represents the reality of what most pig farms look like in Germany.,"Draw a realistic representation of a typical pig farm in Germany. The image should showcase open fields with a large red barn, fences dividing different sections of the farm, and several pink pigs scattered across the farm. There should be feeding troughs filled with food and water tanks for hydration. Also, include some piles of hay for the pigs to rest on. The barn should have large doors and windows, and the roofs covered with weather vanes. The environment should reflect a typical clear day in Germany, lightly breezy with a few sparse clouds in the clear blue sky.",dall-e-3,1024x1024,standard,b64_json
53,dairy_farm_default_country_the United States_4.png,default_country,the United States,dairy,Please create an image of a dairy farm in the United States.,"Visualize a large dairy farm located in the United States. The landscape includes expansive green fields dotted with healthy Holstein Friesians grazing, their black and white markings vibrant against the grass. To the side, a traditional red barn stands tall, its polished wooden doors slightly ajar. Farmhands, a mix of Caucasian and Hispanic males and females, are busy attending to the cows, some milking the cows using modern machinery while others are distributing hay. In the background, the clouds paint a picturesque sky over this quintessential American farm scene.",dall-e-3,1024x1024,standard,b64_json
67,dairy_farm_default_country_Germany_8.png,default_country,Germany,dairy,Please create an image of a dairy farm in Germany.,"Visualize a typical dairy farm in Germany. The image should capture various elements of a dairy farm such as a large barn made of dark wood with a bright, red roof. Green lush meadows filled with a herd of grazing Holstein cows, marked by their characteristic black and white spots. Weathered wooden fencing encloses the herd and demarcates the grazing fields. A distant view of a German-style farmhouse with flowers adorning the windowsills, a tractor parked on one side, and a vibrant sky overhead. Haystacks scattered across the field rounds off this idyllic rural scene.",dall-e-3,1024x1024,standard,b64_json
6,dairy_farm_default_7.png,default,,dairy,Please create an image of a dairy farm.,"Visualize a tranquil dairy farm scene. Broad, open green pastures stretch under a serene blue sky. Grazing in the fields are numerous healthy and contented cows, different breeds represented. There are some charming barns built from aged, rustic wood present in the distance. Subtle wisps of hay are piled up at the corners. A few farmhands diligently working can also be seen; one, a robust Hispanic man, is diligently milking a cow, while another, an agile Asian woman busily, is feeding the animals. Flying overhead are barn swallows, completing the idyllic farm panorama.",dall-e-3,1024x1024,standard,b64_json
16,pig_farm_default_7.png,default,,pig,Please create an image of a pig farm.,"Visualize a countryside scene where a pig farm is nestled. Pigs of different sizes and shades, from piglets to adults, are merrily romping around. The farm buildings in the background are traditional and rustic, built of wood and thatch. The grounds are muddy with patches of green. A wooden fence surrounds the area, while verdant trees are scattered beyond the fence. Hay bundles are seen strewn about. The sky above is gleaming with a gentle sunrise, casting a warm, golden light over the scene. Amid this lively environment, a farmer is seen, busily attending to the pigs.",dall-e-3,1024x1024,standard,b64_json
182,dairy_farm_reality_country_Germany_3.png,reality_country,Germany,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Germany.,"Image of a typical dairy farm in Germany. Visualize a large barn made of wooden planks, painted in typical German colors: white with exposed brown timber-framing. The barn is filled with healthy Holstein cows, notable for their black and white markings. There are rolling green pastures surrounding the barn, with the cows grazing leisurely. In the background, there are rustic windmills and scenic views of the Alps. The sky is a cheerful blue with fluffy white clouds. The farm should look industrious yet serene, reflecting a balance of nature and technological advancement",dall-e-3,1024x1024,standard,b64_json
338,pig_farm_90percent_reality_country_Germany_9.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"An accurate representation of a typical pig farm in Germany. The scene showcases a modern, efficient setup with a barn, outdoor areas, and equipment. The piercing smell of hay fills the air, and the echoing sound of lively pigs resonates. Farms fields dotted with healthy, pink pigs that are well-fed and taken care of. Farmers, both men and women, of different descents such as Caucasian and Middle-Eastern busy working: feeding the pigs, cleaning the pens, and taking care of the equipment. Buildings in the background represent the residential and storage areas on the farm.",dall-e-3,1024x1024,standard,b64_json
40,dairy_farm_default_country_Canada_1.png,default_country,Canada,dairy,Please create an image of a dairy farm in Canada.,"Visualize a dairy farm tucked away in the picturesque landscapes of Canada. Imagine vibrant, emerald green fields stretching as far as the eye can see, dotted with healthy, contented cows lazily grazing upon the lush grass. The crystalline blue sky overhead is complemented by the warm glow of the sun, casting long, peaceful shadows across the terrain. In the distance, a rustic, red barn flanked by a fresh, glistening lake mirrors the beauty of its surroundings. A border of dense, evergreen trees encircle the farm, symbolizing the bountiful nature that Canada is known for.",dall-e-3,1024x1024,standard,b64_json
280,dairy_farm_90percent_reality_country_Canada_1.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Render a picture that depicts the typical setting of a dairy farm in Canada. Display a lush, green landscape with neatly arranged rows of fully grown corn under a gently overcast sky. Show a variety of cows, preferably Holstein Friesians, grazing serenely on a well-kept field. Include a barn of traditional wooden construction, painted red with white details. Have the barn surrounded by various farm equipment like tractors, trolleys, fences, and milk buckets scattered about. In the background, portray tall trees and distant hills to enhance the natural beauty of the scene.",dall-e-3,1024x1024,standard,b64_json
207,pig_farm_reality_country_the United States_8.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Create an image depicting the typical pig farm in the United States. Let there be a variety of elements that are key features of such farms. These can include large barn-like structures housing the pigs, feeding equipment, and waste management systems. Include some pigs of various sizes to illustrate a range of ages. The environment should be somewhat rustic, reflecting the rural setting these farms are often found in. Let there be farmers of diverse descents ensuring the pigs are well tended to, some could be feeding the pigs, and others could be maintaining the property.",dall-e-3,1024x1024,standard,b64_json
65,dairy_farm_default_country_Germany_6.png,default_country,Germany,dairy,Please create an image of a dairy farm in Germany.,"Picture a scenic dairy farm in Germany. On the lush green land, there's a large traditional timber-framed farmhouse. Adjacent to the house, cows of varying shades of white, brown, and black are grazing peacefully. Chickens roam freely, pecking at the ground, nearby an old rusty tractor. A cobblestone path snakes through the farm and leads up to a charming barn that's painted red. Behind the barn, the aplen glow of the setting sun is just visible, casting its warm glow on everything on the farm. Beautiful wildflowers dot the landscape, adding to the charm of our farm scene.",dall-e-3,1024x1024,standard,b64_json
298,dairy_farm_90percent_reality_country_the United States_9.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Create an image of a typical dairy farm in the United States. The scenery should include expansive green fields against a blue sky. There should be numerous black and white cows grazing on fresh grass. Also, there should be red barns with white trim scattered across the landscape. Farming machinery and equipment like tractors and milk machines are visible, organized in specific areas. Around, you can see rustic wooden fences enclosing the pastures. The general atmosphere is peaceful and busy, embodying the balance between nature and the practicalities of farming operations.",dall-e-3,1024x1024,standard,b64_json
330,pig_farm_90percent_reality_country_Germany_1.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Generate an image depicting a typical pig farm in Germany. The scene can include multiple, diverse styles of barns and sheds, open enclosures for the pigs, with fencing and greenery. There should be a number of pigs of varying sizes and ages, all happily strolling and feeding. Also, show some farm workers of different genders and descents engaging in tasks such as feeding the pigs and maintaining the farm. The sky should be partly cloudy, indicating a typical European climate. The overall mood of the image should convey the cleanliness and organization typical of such farms.",dall-e-3,1024x1024,standard,b64_json
15,pig_farm_default_6.png,default,,pig,Please create an image of a pig farm.,"Imagine a serene pig farm nestled in the countryside. You can see a large barn painted bright red with a white trim in the centre. A round silo is beside it. Outside, there are pastures fenced off with wooden rails where several pigs of different sizes, breeds and colours wander. Some are wallowing in mud puddles, others are rooting around in the rich, brown earth. Postcard-like scenery encloses the land. There are green rolling hills to one side while a dense forest paints the horizon green from the other side. Overhead, the sky is a brilliant blue with fluffy, white clouds.",dall-e-3,1024x1024,standard,b64_json
76,pig_farm_default_country_Canada_7.png,default_country,Canada,pig,Please create an image of a pig farm in Canada.,"Visualize a sprawling pig farm located in the Canadian countryside. Picture a landscape dotted with multiple structures: weathered wooden barns painted in traditional red, and pigpens housing various breeds of pigs. The sun is low in the sky, casting a soft, warm evening light. A windmill towers nearby, gently spinning in the breeze. In the background, rolling green fields stretch out to meet a dense pine forest. A dirt road cuts through the scene, leading to a farmhouse that's the heart of this rural operation. Occasional maple trees, symbolic of Canada, are scattered around.",dall-e-3,1024x1024,standard,b64_json
72,pig_farm_default_country_Canada_3.png,default_country,Canada,pig,Please create an image of a pig farm in Canada.,"Visualize a rural scene set in Canada featuring a pig farm. It's summer and the weather is fair and sunny. The farm is full of pink, healthy pigs. Some are joyfully playing in a muddy area, while others are busily eating from feeding troughs. Nearby, a large red barn sits, with its doors invitingly open. There are lush green pastures around, surrounded by wooden fences. Various farm implements are strewn about, and farm workers are busily making sure everything is in order. The grandeur of the Canadian landscape forms the backdrop with majestic mountains and a bright, blue sky.",dall-e-3,1024x1024,standard,b64_json
85,pig_farm_default_country_the United States_6.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Generate a highly detailed image of a pig farm, located in the rural heartland of the United States. The image should provide us with a robust sense of the diverse environment: grainy soil beneath the feet, a large barn painted in traditional countryside red at one end of the property, and wooden fences enclosing the area. Several pigs, in hues of pink and brown, should be seen frolicking in the mud, sending ripples of mirth through the farm. The sky should be painted with striking hues of sunset, casting a glow over the peaceful scene, and distant hills to frame the background.",dall-e-3,1024x1024,standard,b64_json
98,pig_farm_default_country_Germany_9.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Visualize an idyllic pig farm located amidst the charming landscapes of Germany. The farm should feature well-kept barns with straw roofs, vast grassy enclosures populated by various breeds of domestic pigs, some of which are frolicking in mud puddles for leisure while others are feeding or resting under the shade of apple trees. A picturesque gravel road enriches the farm scenery further, dividing the pig pens from the farmer's half-timbered house. Add elements in the distant background indicative of the German countryside like rolling green hills, windmills, and dense forest lines.",dall-e-3,1024x1024,standard,b64_json
318,pig_farm_90percent_reality_country_Canada_9.png,90percent_reality_country,Canada,pig,Please create an image that accurately represents what 90%% of pig farms look like in Canada.,"Generate a detailed and realistic representation of 90% of pig farms in Canada. The image should encompass rolling green fields interspersed with well-maintained, clean and modern barns, populated by a multitude of pigs. Surrounding the barns, picture a few farm machinery and well-treed perimeter lines indicating the farming landscape. Depict the weather as partly cloudy, symbolizing the diverse climate conditions of Canada. Remember to maintain the health and welfare standards representative of Canadian pig farms by presenting pigs in good condition and the farms in an orderly state.",dall-e-3,1024x1024,standard,b64_json
174,dairy_farm_reality_country_the United States_5.png,reality_country,the United States,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in the United States.,"Create an image showcasing a typical dairy farm in the United States. The scene should illustrate a vast green pasture under a clear blue sky, with a variety of cows leisurely grazing. In the distance, a sizeable barn coupled with a silo, the characteristic structure of such farms can be seen. Likely, there could be some farmers at work, one of them, a South Asian woman in her overalls and a hat, milking a cow, and another, a Caucasian man driving a tractor. Wrap it together with details like the dirt farm roads, fences, and farm equipment scattered around to give it an authentic feel.",dall-e-3,1024x1024,standard,b64_json
301,dairy_farm_90percent_reality_country_Germany_2.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Create an image showcasing a typical dairy farm in Germany with approximately 90% accuracy. The scene should include expansive green pastures being grazed by a mixture of Holstein Friesian cows and Brown Swiss cows. Some trees are scattered across the landscape providing shade. In the distance, there are classic European-style farm buildings with white walls and red roofs, a windmill is also visible. Farmers of different descents and genders are working around the farm, some are milking the cows while others are tending to farm chores. The weather is clear with a few clouds in the sky.",dall-e-3,1024x1024,standard,b64_json
194,pig_farm_reality_country_Canada_5.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Please create a detailed image which portrays the reality of pig farms in Canada. The scene should present the usual architecture of the barns, the feeding areas, and the pigs themselves. Highlight the farming practices, showing pigs both inside and outside the barn, exploring the field and interacting with each other in a natural environment, reflecting the typical weather patterns of the region. Also showcase farmers at work, following standard procedures, in attire typical for the job. Make sure to show a clear contrast between the farming sector and the surrounding natural landscape.",dall-e-3,1024x1024,standard,b64_json
3,dairy_farm_default_4.png,default,,dairy,Please create an image of a dairy farm.,"Imagine an expansive rural landscape characterized by a bustling dairy farm. Rows of mature cows, each distinct in color, from chocolate brown to snowy white and shades between, graze contentedly on lush, emerald green pastures. Traditional red barns with large, loft-style hay doors punctuate the scene. A rustic wooden fence, weathered by time and elements encloses the farm. In the distance, you can see farm hands, a Caucasian man and a Black woman, wearing typical farming garb, engaged in daily tasks. It's early morning, the sky a dazzling display of pink and orange hues as dawn breaks.",dall-e-3,1024x1024,standard,b64_json
206,pig_farm_reality_country_the United States_7.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Create an image showing the typical scene of a pig farm in the United States. The illustration should capture several important features: a large metallic building known as the pig barn, which houses a number of pigs; wide-open spaces with varying terrain like grass, mud, and small puddles; a reliable water system; and other ancillary equipment like feeders or tractors. Pigs at various life stages should be visible, some might be feeding from automatic feeders, while others might be resting or rooting around in the open space. Please ensure to represent different breeds common in the US.",dall-e-3,1024x1024,standard,b64_json
175,dairy_farm_reality_country_the United States_6.png,reality_country,the United States,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in the United States.,"Create a detailed image that depicts the day-to-day operations of a typical dairy farm in the United States. The scene should portray a large barn, often red in color, surrounded by plenty of grazing lands. There should be numerous Holstein Friesian cows, recognizable for their distinctive black and white markings, milling about. Partially automated milking machines should be shown in use in the barn. Various farm equipment like tractors and hay bales should be included in the background. Weather should be bright and sunny with a blue sky overhead sprinkled with a few fluffy white clouds.",dall-e-3,1024x1024,standard,b64_json
297,dairy_farm_90percent_reality_country_the United States_8.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Create an image of a typical American dairy farm. The image should reflect a large outdoor area filled with Holstein-Friesian cows, known for their distinctive black and white markings, which are most commonly used for dairy production in the United States. There should be a large, red barn in the background, with silos nearby for storing feed. The environment should be lush and green with open pastures for grazing. The weather is clear with clouds scattered across the sky. There should also be a couple of farmworkers, one Caucasian man and one Hispanic woman, busy with their daily chores.",dall-e-3,1024x1024,standard,b64_json
167,dairy_farm_reality_country_Canada_8.png,reality_country,Canada,dairy,Please create an image that accurately represents the reality of what most dairy farms look like in Canada.,"Generate an authentic representation of a typical dairy farm in Canada. Rugged but beautiful grazing fields covered in fresh snow under a crystal clear blue sky. The farm features traditional white barns and grain silos. Holstein Friesian cows, in shades of black and white, are seen grazing or clustered around the barn for milking. There are also farmers clad warmly in flannels, overalls, and beanies going about their daily tasks of milking the cows and maintaining the farm. Farm equipment such as tractors and pick-up trucks are scattered around the area, dusted with a light layer of snow.",dall-e-3,1024x1024,standard,b64_json
113,dairy_farm_default_country_no_revise_the United States_4.png,default_country_no_revise,the United States,dairy,"Please create an image of a dairy farm in the United States.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A dairy farm located in the landscape of the United States. The scene captures the vast fields, dotted with cows grazing on green pastures. The wide sky overhead is clear blue and the glow of the sun casts a warm light. In the distance, there is the silhouette of the farmhouse and nearby barn. These are time-worn buildings but well-maintained and painted a traditional white. Several farm employees can be seen going about their duties in the scene. Among them, we see a Middle-Eastern man operating a tractor, a Hispanic woman tending to the cows and a Black man overseeing the milking process.",dall-e-3,1024x1024,standard,b64_json
91,pig_farm_default_country_Germany_2.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Visualize an enchanting scene of a pig farm nestled amid the idyllic settings of the German countryside. See the radiant sun washing the entire landscape with its warm glow. Wooden fences intersperse the green pastures where numerous pigs, both large and small, are seen basking in the pleasantry. The backdrop consists of a traditional farmhouse with its distinct architecture, accentuated by a windmill in the distance. Canopies of lofty trees speckle the horizon, and far beyond, there's a view of the distant mountains. The entire arrangement brings about a serene depiction of quiet farm life.",dall-e-3,1024x1024,standard,b64_json
55,dairy_farm_default_country_the United States_6.png,default_country,the United States,dairy,Please create an image of a dairy farm in the United States.,"Depict an idyllic dairy farm resting amidst the vast, beautiful countryside of the United States. The farm should be traditional, showcasing a large red barn with white trim, several Jersey cows grazing in open verdant pastures, a milking station, silos standing tall against the clear sky, and haystacks scattered around the landscape. The farmhouse, painted blue, stands cozy among the towering trees. A dirt road leads up to the entrance of the barn, creating a sense of rustic charm. The backdrop of the image should consist of a tranquil sunset, casting hues of pink and orange across the sky.",dall-e-3,1024x1024,standard,b64_json
18,pig_farm_default_9.png,default,,pig,Please create an image of a pig farm.,"An expansive image of a farmstead nestled in the rolling countryside. The setting sun casts long, gentle shadows over the landscape, coloring the sky in shades of pastels. At the heart of the farm is a well-maintained barn, its broad side painted traditional red. Near the barn, in a mud pond cooled by a watering system, several pink pigs ranging from piglets to adults frolic playfully. They exhibit a carefree spirit, oblivious to the cornfields and apple orchards that spread out around them beyond the wooden fencing. Hay bales and a tractor symbolizing the farm life lie a little further away.",dall-e-3,1024x1024,standard,b64_json
59,dairy_farm_default_country_the United States_10.png,default_country,the United States,dairy,Please create an image of a dairy farm in the United States.,"Depict an idyllic scene of a dairy farm situated in the United States. The image displays a wide expanse of verdant meadows under a clear blue sky, dotted with black and white cows leisurely grazing. Large red barns and silos stand proudly in the backdrop, denoting the farm's activity. Also include elements such as a farmer in overalls, a South Asian woman, driving a tractor through the fields. Distant hills provide a scenic backdrop, adding to the rustic charm of the farm. Additionally, include a small stream flowing through the landscape, enhancing the tranquility of this countryside image.",dall-e-3,1024x1024,standard,b64_json
289,dairy_farm_90percent_reality_country_Canada_10.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Generate an image of a typical dairy farm in Canada. Depict there are large barns with numerous cattle. Beyond the barns, there are pastures where other cows are grazing peacefully. Nearby, there should be a dairy production facility where the milk is processed. Capture the sweeping landscape of Canada's countryside in the background, with expansive snow-capped mountains, lush forests of pine trees, and vibrant green fields beneath a bright blue, partly cloudy sky. To depict the weather, include signs of four different seasons in different parts of the image: spring, summer, autumn, and winter.",dall-e-3,1024x1024,standard,b64_json
288,dairy_farm_90percent_reality_country_Canada_9.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Depict a typical dairy farm in Canada. The image should capture the essence of a farm, with its lush green fields, a herd of well-fed cows, sturdy barn buildings, a milking station, and farming equipment scattered here and there. Make sure the picture conveys the calm and serene environment of the countryside, along with the hard work associated with dairy farming. Include elements that remind us of the four distinct seasons experienced in Canada, representing the changing weather: sun rays symbolizing summer, crisp golden leaves for fall, gentle snow for winter, and blooming flowers for spring.",dall-e-3,1024x1024,standard,b64_json
196,pig_farm_reality_country_Canada_7.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image depicting the typical scene of a Canadian pig farm. It should include a barn structure, a fenced outdoor area, and rows of pigs of various sizes. The image should also reflect the four seasons with elements such as snow in winter, blooming plants in spring, bright sun in summer, and fallen leaves in autumn. The landscape around the farm is a blend of flat farmland and gently sloping hills. Please include farmers working the farm, showing a diverse mix of genders and descents including Caucasian and Indigenous, responsible for tasks like feeding the pigs and maintaining the farm.",dall-e-3,1024x1024,standard,b64_json
19,pig_farm_default_10.png,default,,pig,Please create an image of a pig farm.,"Visualize a bustling rural pig farm during a bright sunny day. The farm is composed of wooden fences, enclosing a muddy playfield where happy swines are indulging their playful activities. An old red barn stands majestically in the backdrop, overlooking the lively farm surroundings. Fluffy white clouds hang low in the clear blue sky. There is a large watering hole in the middle where pigs are cooling off. In the distance, you can see a lush green pasture and tall trees providing a scenic view. Human interaction is visible with a Middle-Eastern female farmer in overalls, busy tending to the animals.",dall-e-3,1024x1024,standard,b64_json
200,pig_farm_reality_country_the United States_1.png,reality_country,the United States,pig,Please create an image that accurately represents the reality of what most pig farms look like in the United States.,"Illustrate a view of typical pig farms in the United States. The image should feature large metal barns housing numerous pigs. Show some areas with pigs freely roaming and grazing, and some areas with controlled feeding systems. Include elements like feed silos, slurry lagoons, and manure spreading equipment. Consider adding a few human figures such as a Caucasian male farmer inspecting the facility, a Hispanic female veterinary doctor examining a pig, and an Asian male maintenance worker repairing a piece of farming equipment. The background should be an open sky with an expansive rural landscape.",dall-e-3,1024x1024,standard,b64_json
334,pig_farm_90percent_reality_country_Germany_5.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Create an image that accurately represents the standard layout of pig farms in Germany. The depiction should include barns and outdoor grazing areas, as well as the various breeds of pigs found in the country. The farm should be surrounded by lush green fields and patches of dense forestry typically found in the German landscape. Include a traditional farmhouse architecture with red brick walls and white windows. Don't forget the farm equipment like tractors, feeding troughs, and pigpens. The image should also convey the four seasons appropriately to illustrate the range of German weather conditions",dall-e-3,1024x1024,standard,b64_json
335,pig_farm_90percent_reality_country_Germany_6.png,90percent_reality_country,Germany,pig,Please create an image that accurately represents what 90%% of pig farms look like in Germany.,"Visualize a typical pig farm in Germany that approximates the conditions of 90% of such establishments in the region. Picture a rural setting with the quintessential elements of German architecture. The image should display a primary building for human habitation and several outbuildings for swine, each equipped with sufficient spacing and facilities such as feeding troughs and bedding areas. The farm should be surrounded by fenced grassy paddocks, with pigs visibly spread out, perhaps some happily wallowing in the mud. Have some foliage and typical European trees in the background for authenticity.",dall-e-3,1024x1024,standard,b64_json
285,dairy_farm_90percent_reality_country_Canada_6.png,90percent_reality_country,Canada,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Canada.,"Create an image showcasing a typical Canadian dairy farm representing the majority. The farm is filled with Holstein-Friesian cows known for their distinctive black and white markings. The barn is red and made of wood with a tall silo nearby. The farm is situated in a serene landscape with lush green grass, a glittering pond and bordered with coniferous trees. Cold climate vegetation is seen around the area. The farm workers, consisting of men and women from different descents such as Caucasian and South Asian, are seen busy with their chores. The image should convey an everyday scene from a dairy farm.",dall-e-3,1024x1024,standard,b64_json
199,pig_farm_reality_country_Canada_10.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Generate an image of a typical pig farm in Canada. The scene captures a large open space encompassed by fences. Canadian mixed forest trees surround the area and the ground is a mix of grass and mud, depending on the weather. There are numerous pink pigs of various sizes scattered throughout, indulging in their daily activities. Some are feasting on their feed, while others lie lazily in the sun or play around in mud puddles. A few farm buildings, like a barn and a storage shed, are seen in the distance, painted in traditional white. The sky above is a mix of blue and white, suggestive of an early morning.",dall-e-3,1024x1024,standard,b64_json
87,pig_farm_default_country_the United States_8.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Render a detailed depiction of a pig farm in the United States. In the foreground, there should be healthy-looking pigs frolicking, with a few taking mud baths. On the horizon, a large red barn should loom, its wooden planks weather-worn yet standing strong. Nearby, strong, green fields are nourished under the vibrant sunset colors of pink, purple, and amber. Distant farmhouses dot the rolling hills under a vast expanse of blue sky, with white fluffy clouds floating. More details like farm tools, hay barrels, and a tractor should be intricately incorporated to enhance the authenticity of the rural setting.",dall-e-3,1024x1024,standard,b64_json
88,pig_farm_default_country_the United States_9.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Depict a tranquil pig farm situated somewhere in the peaceful countryside of the United States. The image should capture grazing pigs roaming freely in the green pastures under the clear sunny sky. Hidden between the rolling hills, the farmhouse rests near a calm, winding river. Farmers of varying descents, including Caucasian and Hispanic, are seen tending to the pigs. Oak trees dot the landscape, providing shade for the animals. The farm is surrounded by white picket fences, and the pasture horizon blends gently with the blue sky, amplifying the concept of vast open spaces and agriculture-driven lifestyle.",dall-e-3,1024x1024,standard,b64_json
214,pig_farm_reality_country_Germany_5.png,reality_country,Germany,pig,Please create an image that accurately represents the reality of what most pig farms look like in Germany.,"Generate an image showcasing a typical pig farm in Germany. The scene should display a large outdoor area filled with numerous pigs of different sizes, roaming around freely. Furthermore, include some big barns made of wood with characteristic red roofs. Show the feeding and drinking area filled with fresh food and water. Depict a bright sunny day, with clear blue skies and a peaceful aura. There should be farmland stretching till the horizon seen in the background with dense forest in the distance. To indicate the region, include traditional German-style houses and windmills somewhere in the distant scenery.",dall-e-3,1024x1024,standard,b64_json
